STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor,PARAMETER_TYPE,STATIONS_ID_kl,QN_3_kl,  FX_kl,  FM_kl,QN_4_kl, RSK_kl,RSKF_kl, SDK_kl,SHK_TAG_kl,  NM_kl, VPM_kl,  PM_kl, TMK_kl, UPM_kl, TXK_kl, TNK_kl, TGK_kl,eor_kl,PARAMETER_TYPE_kl
2947,2024-12-23,-999,-999,-999,3,3.5,4,-999,1,-999,6.4,-999,3.1,84.0,5.1,0.2,0.1,eor,kl,2947,-999,-999,-999,3,3.5,4,-999,1,-999,6.4,-999,3.1,84.0,5.1,0.2,0.1,eor,kl
2947,2024-12-24,-999,-999,-999,3,0.7,4,-999,0,-999,6.9,-999,3.4,89.0,4.4,2.3,1.2,eor,kl,2947,-999,-999,-999,3,0.7,4,-999,0,-999,6.9,-999,3.4,89.0,4.4,2.3,1.2,eor,kl
2947,2024-12-25,-999,-999,-999,3,0.0,4,-999,0,-999,8.3,-999,4.8,96.0,6.3,3.5,3.2,eor,kl,2947,-999,-999,-999,3,0.0,4,-999,0,-999,8.3,-999,4.8,96.0,6.3,3.5,3.2,eor,kl
2947,2024-12-26,-999,-999,-999,3,0.0,0,-999,0,-999,7.0,-999,2.2,98.0,4.0,0.1,0.5,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,7.0,-999,2.2,98.0,4.0,0.1,0.5,eor,kl
2947,2024-12-27,-999,-999,-999,3,0.0,0,-999,0,-999,5.8,-999,-0.4,98.0,3.1,-3.6,-4.5,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,5.8,-999,-0.4,98.0,3.1,-3.6,-4.5,eor,kl
2947,2024-12-28,-999,-999,-999,3,0.0,0,-999,0,-999,4.8,-999,-2.4,94.0,2.7,-5.3,-7.4,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,4.8,-999,-2.4,94.0,2.7,-5.3,-7.4,eor,kl
2947,2024-12-29,-999,-999,-999,3,0.0,0,-999,0,-999,4.8,-999,-2.5,94.0,-0.1,-6.1,-7.6,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,4.8,-999,-2.5,94.0,-0.1,-6.1,-7.6,eor,kl
2947,2024-12-30,-999,-999,-999,3,0.0,0,-999,0,-999,5.6,-999,-0.2,93.0,0.8,-0.8,-1.0,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,5.6,-999,-0.2,93.0,0.8,-0.8,-1.0,eor,kl
2947,2024-12-31,-999,-999,-999,3,0.0,0,-999,0,-999,5.3,-999,-0.6,90.0,1.1,-1.3,-1.9,eor,kl,2947,-999,-999,-999,3,0.0,0,-999,0,-999,5.3,-999,-0.6,90.0,1.1,-1.3,-1.9,eor,kl
2947,2025-01-01,-999,-999,-999,3,8.8,4,-999,0,-999,6.7,-999,3.7,83.54,6.5,1.1,0.7,eor,kl,2947,-999,-999,-999,3,8.8,4,-999,0,-999,6.7,-999,3.7,83.54,6.5,1.1,0.7,eor,kl
2947,2025-01-02,-999,-999,-999,3,0.4,4,-999,0,-999,6.5,-999,2.4,88.67,6.4,1.3,-1.3,eor,kl,2947,-999,-999,-999,3,0.4,4,-999,0,-999,6.5,-999,2.4,88.67,6.4,1.3,-1.3,eor,kl
2947,2025-01-03,-999,-999,-999,3,0.3,4,-999,1,-999,5.5,-999,0.8,84.33,1.4,0.3,-0.4,eor,kl,2947,-999,-999,-999,3,0.3,4,-999,1,-999,5.5,-999,0.8,84.33,1.4,0.3,-0.4,eor,kl
2947,2025-01-04,-999,-999,-999,3,0.5,4,-999,1,-999,5.5,-999,0.3,87.29,1.5,-1.6,-3.1,eor,kl,2947,-999,-999,-999,3,0.5,4,-999,1,-999,5.5,-999,0.3,87.29,1.5,-1.6,-3.1,eor,kl
2947,2025-01-05,-999,-999,-999,3,24.4,4,-999,2,-999,7.3,-999,3.6,87.42,9.8,-1.5,-1.6,eor,kl,2947,-999,-999,-999,3,24.4,4,-999,2,-999,7.3,-999,3.6,87.42,9.8,-1.5,-1.6,eor,kl
2947,2025-01-06,-999,-999,-999,3,10.6,4,-999,0,-999,9.0,-999,9.0,77.38,13.3,5.4,3.3,eor,kl,2947,-999,-999,-999,3,10.6,4,-999,0,-999,9.0,-999,9.0,77.38,13.3,5.4,3.3,eor,kl
2947,2025-01-07,-999,-999,-999,3,7.2,4,-999,0,-999,6.2,-999,2.8,82.54,5.5,0.6,0.1,eor,kl,2947,-999,-999,-999,3,7.2,4,-999,0,-999,6.2,-999,2.8,82.54,5.5,0.6,0.1,eor,kl
2947,2025-01-08,-999,-999,-999,3,13.4,4,-999,0,-999,5.8,-999,1.7,84.42,2.9,0.1,-0.3,eor,kl,2947,-999,-999,-999,3,13.4,4,-999,0,-999,5.8,-999,1.7,84.42,2.9,0.1,-0.3,eor,kl
2947,2025-01-09,-999,-999,-999,1,8.3,4,-999,3,-999,6.0,-999,0.4,94.83,1.2,-0.4,0.1,eor,kl,2947,-999,-999,-999,1,8.3,4,-999,3,-999,6.0,-999,0.4,94.83,1.2,-0.4,0.1,eor,kl
2947,2025-01-10,-999,-999,-999,1,0.2,4,-999,14,-999,5.4,-999,0.4,85.79,1.4,-0.5,-3.5,eor,kl,2947,-999,-999,-999,1,0.2,4,-999,14,-999,5.4,-999,0.4,85.79,1.4,-0.5,-3.5,eor,kl
2947,2025-01-11,-999,-999,-999,1,0.2,4,-999,10,-999,5.3,-999,-0.2,88.96,1.2,-3.5,-6.4,eor,kl,2947,-999,-999,-999,1,0.2,4,-999,10,-999,5.3,-999,-0.2,88.96,1.2,-3.5,-6.4,eor,kl
2947,2025-01-12,-999,-999,-999,1,0.0,0,-999,9,-999,4.9,-999,-0.7,84.96,1.8,-6.6,-10.1,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,9,-999,4.9,-999,-0.7,84.96,1.8,-6.6,-10.1,eor,kl
2947,2025-01-13,-999,-999,-999,1,0.0,0,-999,8,-999,3.2,-999,-7.2,89.04,-0.7,-10.8,-13.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,8,-999,3.2,-999,-7.2,89.04,-0.7,-10.8,-13.3,eor,kl
2947,2025-01-14,-999,-999,-999,1,0.7,4,-999,8,-999,3.6,-999,-6.5,89.38,-0.3,-12.9,-14.5,eor,kl,2947,-999,-999,-999,1,0.7,4,-999,8,-999,3.6,-999,-6.5,89.38,-0.3,-12.9,-14.5,eor,kl
2947,2025-01-15,-999,-999,-999,1,0.1,4,-999,7,-999,6.4,-999,0.7,98.79,2.1,-0.4,-0.1,eor,kl,2947,-999,-999,-999,1,0.1,4,-999,7,-999,6.4,-999,0.7,98.79,2.1,-0.4,-0.1,eor,kl
2947,2025-01-16,-999,-999,-999,1,0.0,0,-999,6,-999,6.0,-999,0.7,92.88,1.9,-1.9,-3.0,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,6,-999,6.0,-999,0.7,92.88,1.9,-1.9,-3.0,eor,kl
2947,2025-01-17,-999,-999,-999,1,0.0,0,-999,4,-999,5.0,-999,-1.8,93.04,3.6,-5.1,-5.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,4,-999,5.0,-999,-1.8,93.04,3.6,-5.1,-5.6,eor,kl
2947,2025-01-18,-999,-999,-999,1,0.0,0,-999,4,-999,4.8,-999,-2.3,92.58,4.0,-6.5,-6.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,4,-999,4.8,-999,-2.3,92.58,4.0,-6.5,-6.7,eor,kl
2947,2025-01-19,-999,-999,-999,1,0.0,0,-999,3,-999,4.8,-999,-2.1,90.54,5.3,-6.3,-8.0,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,3,-999,4.8,-999,-2.1,90.54,5.3,-6.3,-8.0,eor,kl
2947,2025-01-20,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,-3.8,93.46,0.1,-6.1,-7.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,-3.8,93.46,0.1,-6.1,-7.6,eor,kl
2947,2025-01-21,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,-3.4,89.75,3.7,-7.8,-8.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,-3.4,89.75,3.7,-7.8,-8.5,eor,kl
2947,2025-01-22,-999,-999,-999,1,10.3,4,-999,0,-999,5.5,-999,0.2,87.21,6.3,-6.1,-7.5,eor,kl,2947,-999,-999,-999,1,10.3,4,-999,0,-999,5.5,-999,0.2,87.21,6.3,-6.1,-7.5,eor,kl
2947,2025-01-23,-999,-999,-999,1,3.5,4,-999,0,-999,6.7,-999,3.4,85.79,5.6,1.9,0.7,eor,kl,2947,-999,-999,-999,1,3.5,4,-999,0,-999,6.7,-999,3.4,85.79,5.6,1.9,0.7,eor,kl
2947,2025-01-24,-999,-999,-999,1,8.9,4,-999,0,-999,8.0,-999,6.0,85.54,8.6,3.4,2.4,eor,kl,2947,-999,-999,-999,1,8.9,4,-999,0,-999,8.0,-999,6.0,85.54,8.6,3.4,2.4,eor,kl
2947,2025-01-25,-999,-999,-999,1,11.6,4,-999,0,-999,9.6,-999,8.1,88.71,10.6,5.1,4.7,eor,kl,2947,-999,-999,-999,1,11.6,4,-999,0,-999,9.6,-999,8.1,88.71,10.6,5.1,4.7,eor,kl
2947,2025-01-26,-999,-999,-999,1,3.6,4,-999,0,-999,7.3,-999,4.4,86.46,7.0,1.8,0.3,eor,kl,2947,-999,-999,-999,1,3.6,4,-999,0,-999,7.3,-999,4.4,86.46,7.0,1.8,0.3,eor,kl
2947,2025-01-27,-999,-999,-999,1,3.9,4,-999,0,-999,8.8,-999,8.2,80.79,10.5,5.5,4.7,eor,kl,2947,-999,-999,-999,1,3.9,4,-999,0,-999,8.8,-999,8.2,80.79,10.5,5.5,4.7,eor,kl
2947,2025-01-28,-999,-999,-999,1,6.5,4,-999,0,-999,7.5,-999,7.0,75.33,9.1,4.9,3.0,eor,kl,2947,-999,-999,-999,1,6.5,4,-999,0,-999,7.5,-999,7.0,75.33,9.1,4.9,3.0,eor,kl
2947,2025-01-29,-999,-999,-999,1,2.5,4,-999,0,-999,7.7,-999,5.6,84.83,7.0,2.6,0.5,eor,kl,2947,-999,-999,-999,1,2.5,4,-999,0,-999,7.7,-999,5.6,84.83,7.0,2.6,0.5,eor,kl
2947,2025-01-30,-999,-999,-999,1,4.6,4,-999,0,-999,7.8,-999,4.7,91.0,7.0,2.0,-0.4,eor,kl,2947,-999,-999,-999,1,4.6,4,-999,0,-999,7.8,-999,4.7,91.0,7.0,2.0,-0.4,eor,kl
2947,2025-01-31,-999,-999,-999,1,0.0,0,-999,0,-999,6.0,-999,1.4,88.33,4.5,-2.7,-5.8,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.0,-999,1.4,88.33,4.5,-2.7,-5.8,eor,kl
2947,2025-02-01,-999,-999,-999,1,0.0,0,-999,0,-999,4.8,-999,-1.7,89.25,5.1,-5.2,-8.4,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.8,-999,-1.7,89.25,5.1,-5.2,-8.4,eor,kl
2947,2025-02-02,-999,-999,-999,1,0.0,0,-999,0,-999,4.4,-999,-2.4,85.96,5.8,-7.5,-10.1,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.4,-999,-2.4,85.96,5.8,-7.5,-10.1,eor,kl
2947,2025-02-03,-999,-999,-999,1,0.0,0,-999,0,-999,4.5,-999,-2.7,88.29,5.8,-8.1,-10.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.5,-999,-2.7,88.29,5.8,-8.1,-10.5,eor,kl
2947,2025-02-04,-999,-999,-999,1,0.0,4,-999,0,-999,4.3,-999,-3.4,89.88,0.1,-6.5,-9.1,eor,kl,2947,-999,-999,-999,1,0.0,4,-999,0,-999,4.3,-999,-3.4,89.88,0.1,-6.5,-9.1,eor,kl
2947,2025-02-05,-999,-999,-999,1,0.2,4,-999,0,-999,5.7,-999,-0.6,95.17,2.6,-6.3,-8.6,eor,kl,2947,-999,-999,-999,1,0.2,4,-999,0,-999,5.7,-999,-0.6,95.17,2.6,-6.3,-8.6,eor,kl
2947,2025-02-06,-999,-999,-999,1,0.0,0,-999,0,-999,6.3,-999,2.0,89.54,5.0,0.0,-1.4,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.3,-999,2.0,89.54,5.0,0.0,-1.4,eor,kl
2947,2025-02-07,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,2.3,72.25,2.9,1.1,-0.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,2.3,72.25,2.9,1.1,-0.6,eor,kl
2947,2025-02-08,-999,-999,-999,1,0.0,0,-999,0,-999,5.1,-999,2.9,69.58,9.2,-2.1,-4.4,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.1,-999,2.9,69.58,9.2,-2.1,-4.4,eor,kl
2947,2025-02-09,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,0.8,80.92,8.1,-4.5,-7.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,0.8,80.92,8.1,-4.5,-7.5,eor,kl
2947,2025-02-10,-999,-999,-999,1,4.9,4,-999,0,-999,5.5,-999,1.9,78.92,5.0,-1.5,-3.2,eor,kl,2947,-999,-999,-999,1,4.9,4,-999,0,-999,5.5,-999,1.9,78.92,5.0,-1.5,-3.2,eor,kl
2947,2025-02-11,-999,-999,-999,1,0.0,0,-999,0,-999,6.5,-999,3.4,83.67,4.9,1.3,-1.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.5,-999,3.4,83.67,4.9,1.3,-1.7,eor,kl
2947,2025-02-12,-999,-999,-999,1,0.0,4,-999,0,-999,6.3,-999,3.2,81.54,4.8,1.1,0.2,eor,kl,2947,-999,-999,-999,1,0.0,4,-999,0,-999,6.3,-999,3.2,81.54,4.8,1.1,0.2,eor,kl
2947,2025-02-13,-999,-999,-999,1,0.2,4,-999,0,-999,5.2,-999,-0.7,88.17,1.1,-2.4,-2.8,eor,kl,2947,-999,-999,-999,1,0.2,4,-999,0,-999,5.2,-999,-0.7,88.17,1.1,-2.4,-2.8,eor,kl
2947,2025-02-14,-999,-999,-999,1,0.0,0,-999,0,-999,5.0,-999,-0.4,84.54,1.0,-2.0,-1.9,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.0,-999,-0.4,84.54,1.0,-2.0,-1.9,eor,kl
2947,2025-02-15,-999,-999,-999,1,0.0,0,-999,0,-999,3.9,-999,-0.9,68.25,0.0,-2.7,-4.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,3.9,-999,-0.9,68.25,0.0,-2.7,-4.5,eor,kl
2947,2025-02-16,-999,-999,-999,1,0.0,0,-999,0,-999,3.8,-999,-1.8,71.38,2.7,-6.1,-9.8,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,3.8,-999,-1.8,71.38,2.7,-6.1,-9.8,eor,kl
2947,2025-02-17,-999,-999,-999,1,0.0,0,-999,0,-999,3.2,-999,-4.1,73.96,2.1,-9.4,-12.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,3.2,-999,-4.1,73.96,2.1,-9.4,-12.7,eor,kl
2947,2025-02-18,-999,-999,-999,1,0.0,0,-999,0,-999,3.0,-999,-3.8,66.88,2.1,-10.2,-13.0,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,3.0,-999,-3.8,66.88,2.1,-10.2,-13.0,eor,kl
2947,2025-02-19,-999,-999,-999,1,0.0,0,-999,0,-999,2.7,-999,0.5,43.96,5.0,-3.5,-5.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,2.7,-999,0.5,43.96,5.0,-3.5,-5.7,eor,kl
2947,2025-02-20,-999,-999,-999,1,0.0,0,-999,0,-999,6.4,-999,4.7,71.5,8.4,-1.2,-5.2,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.4,-999,4.7,71.5,8.4,-1.2,-5.2,eor,kl
2947,2025-02-21,-999,-999,-999,1,0.0,0,-999,0,-999,9.3,-999,9.4,79.67,15.7,3.8,0.8,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,9.3,-999,9.4,79.67,15.7,3.8,0.8,eor,kl
2947,2025-02-22,-999,-999,-999,1,2.4,4,-999,0,-999,9.4,-999,10.7,73.33,13.6,6.1,3.3,eor,kl,2947,-999,-999,-999,1,2.4,4,-999,0,-999,9.4,-999,10.7,73.33,13.6,6.1,3.3,eor,kl
2947,2025-02-23,-999,-999,-999,1,0.0,0,-999,0,-999,8.6,-999,8.4,79.08,13.3,3.1,-0.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,8.6,-999,8.4,79.08,13.3,3.1,-0.7,eor,kl
2947,2025-02-24,-999,-999,-999,1,1.4,4,-999,0,-999,9.0,-999,9.7,75.38,12.6,5.4,3.3,eor,kl,2947,-999,-999,-999,1,1.4,4,-999,0,-999,9.0,-999,9.7,75.38,12.6,5.4,3.3,eor,kl
2947,2025-02-25,-999,-999,-999,1,1.1,4,-999,0,-999,8.7,-999,7.8,83.42,11.9,4.4,1.0,eor,kl,2947,-999,-999,-999,1,1.1,4,-999,0,-999,8.7,-999,7.8,83.42,11.9,4.4,1.0,eor,kl
2947,2025-02-26,-999,-999,-999,1,4.2,4,-999,0,-999,7.5,-999,5.3,83.96,7.6,3.7,0.8,eor,kl,2947,-999,-999,-999,1,4.2,4,-999,0,-999,7.5,-999,5.3,83.96,7.6,3.7,0.8,eor,kl
2947,2025-02-27,-999,-999,-999,1,4.3,4,-999,0,-999,6.8,-999,4.4,81.63,8.7,2.5,0.2,eor,kl,2947,-999,-999,-999,1,4.3,4,-999,0,-999,6.8,-999,4.4,81.63,8.7,2.5,0.2,eor,kl
2947,2025-02-28,-999,-999,-999,1,0.9,4,-999,0,-999,6.8,-999,2.7,91.33,5.0,0.7,-0.9,eor,kl,2947,-999,-999,-999,1,0.9,4,-999,0,-999,6.8,-999,2.7,91.33,5.0,0.7,-0.9,eor,kl
2947,2025-03-01,-999,-999,-999,1,0.0,0,-999,0,-999,6.3,-999,3.1,82.79,5.5,-1.0,-4.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.3,-999,3.1,82.79,5.5,-1.0,-4.6,eor,kl
2947,2025-03-02,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,2.0,79.75,10.0,-3.2,-7.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,2.0,79.75,10.0,-3.2,-7.3,eor,kl
2947,2025-03-03,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,1.3,74.13,12.9,-6.5,-9.4,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,1.3,74.13,12.9,-6.5,-9.4,eor,kl
2947,2025-03-04,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,2.4,70.42,14.7,-4.9,-7.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,2.4,70.42,14.7,-4.9,-7.6,eor,kl
2947,2025-03-05,-999,-999,-999,1,0.0,0,-999,0,-999,4.5,-999,3.6,64.88,16.7,-5.5,-9.1,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.5,-999,3.6,64.88,16.7,-5.5,-9.1,eor,kl
2947,2025-03-06,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,5.9,64.92,17.8,-4.2,-7.8,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,5.9,64.92,17.8,-4.2,-7.8,eor,kl
2947,2025-03-07,-999,-999,-999,1,0.0,0,-999,0,-999,6.6,-999,6.5,71.71,17.8,-2.1,-6.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.6,-999,6.5,71.71,17.8,-2.1,-6.3,eor,kl
2947,2025-03-08,-999,-999,-999,1,0.0,0,-999,0,-999,5.9,-999,6.6,67.63,18.2,-2.6,-7.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.9,-999,6.6,67.63,18.2,-2.6,-7.5,eor,kl
2947,2025-03-09,-999,-999,-999,1,0.0,0,-999,0,-999,6.1,-999,6.7,68.04,18.5,-2.3,-6.6,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.1,-999,6.7,68.04,18.5,-2.3,-6.6,eor,kl
2947,2025-03-10,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,5.8,66.46,17.2,-2.6,-7.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.5,-999,5.8,66.46,17.2,-2.6,-7.3,eor,kl
2947,2025-03-11,-999,-999,-999,1,0.4,4,-999,0,-999,6.3,-999,3.3,81.58,11.0,-2.4,-6.4,eor,kl,2947,-999,-999,-999,1,0.4,4,-999,0,-999,6.3,-999,3.3,81.58,11.0,-2.4,-6.4,eor,kl
2947,2025-03-12,-999,-999,-999,1,0.0,0,-999,0,-999,5.8,-999,2.1,81.54,5.1,-2.8,-6.7,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.8,-999,2.1,81.54,5.1,-2.8,-6.7,eor,kl
2947,2025-03-13,-999,-999,-999,1,0.0,0,-999,0,-999,5.0,-999,0.6,79.88,6.2,-4.9,-8.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.0,-999,0.6,79.88,6.2,-4.9,-8.5,eor,kl
2947,2025-03-14,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,1.5,77.29,6.3,-2.5,-5.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.2,-999,1.5,77.29,6.3,-2.5,-5.3,eor,kl
2947,2025-03-15,-999,-999,-999,1,0.0,0,-999,0,-999,5.4,-999,3.1,71.46,7.7,-1.0,-3.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,5.4,-999,3.1,71.46,7.7,-1.0,-3.5,eor,kl
2947,2025-03-16,-999,-999,-999,1,0.0,0,-999,0,-999,4.9,-999,2.5,69.29,9.2,-3.8,-8.3,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.9,-999,2.5,69.29,9.2,-3.8,-8.3,eor,kl
2947,2025-03-17,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,2.3,61.88,8.3,-4.1,-9.9,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.3,-999,2.3,61.88,8.3,-4.1,-9.9,eor,kl
2947,2025-03-18,-999,-999,-999,1,0.0,0,-999,0,-999,3.2,-999,1.7,52.08,10.4,-6.1,-10.8,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,3.2,-999,1.7,52.08,10.4,-6.1,-10.8,eor,kl
2947,2025-03-19,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,5.6,54.0,16.2,-4.9,-10.5,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,4.7,-999,5.6,54.0,16.2,-4.9,-10.5,eor,kl
2947,2025-03-20,-999,-999,-999,1,0.0,0,-999,0,-999,6.4,-999,7.0,66.96,17.6,-2.3,-6.9,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,6.4,-999,7.0,66.96,17.6,-2.3,-6.9,eor,kl
2947,2025-03-21,-999,-999,-999,1,0.0,0,-999,0,-999,7.2,-999,11.1,60.13,20.8,-0.7,-4.2,eor,kl,2947,-999,-999,-999,1,0.0,0,-999,0,-999,7.2,-999,11.1,60.13,20.8,-0.7,-4.2,eor,kl
2947,2025-03-22,-999,-999,-999,1,1.3,4,-999,-999,-999,7.5,-999,11.8,54.75,16.3,5.5,0.7,eor,kl,2947,-999,-999,-999,1,1.3,4,-999,-999,-999,7.5,-999,11.8,54.75,16.3,5.5,0.7,eor,kl
